,logS,temperature,solvent_smiles,solute_smiles
503,-0.128941292,298.15,OCC,CCCCCC1(CCO)C(=O)NC(=S)NC1=O
504,-2.826812954,298.15,OCC,Cc1cc(ccc1/N=N/c1ccc(cc1)N(c1ccccc1)c1ccccc1)N(=O)=O
505,-1.0,299.15,OCC,CCCCCCCCCCCCCC(=O)NO
506,-2.569157792,293.15,OCC,CC(=CC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C)C
507,-2.505568561,290.15,OCC,COc1ccc(cc1)COC(=O)NC(=O)N
508,-2.299143214,298.15,OCC,c1cc(ccc1C=CC(=O)O)[N+](=O)[O-]
509,-0.973099852,298.15,OCC,Cc1cc(cc(c1OCC(=O)Nc1ccccc1)Cl)Cl
510,-1.866310262,298.2,OCC,CC(=O)[C@@]12[C@@H](C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](C[C@]13C)O)O2
511,-1.457699002,294.15,OCC,Cc1ccc(cc1)S(=O)(=O)NNC(=O)C(c1ccccc1)(c1ccccc1)O
512,-0.538348802,298.15,OCC,c1cc(ccc1C(=O)O)Cl
513,-1.933182466,293.15,OCC,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)C
514,-0.809734245,293.15,OCC,C(CCCNC(=O)OCCCCO)CCNC(=O)OCCCCO
515,-1.910350113,293.15,OCC,Cc1ccc2c(ccc(c2n1)O)[N+](=O)[O-]
516,0.137054209,298.15,OCC,CC(C)(C)c1ccc(cc1)C(=O)NN
517,-2.242824864,293.15,OCC,CN1CC[C@]23[C@H]4C=CC(=O)[C@@H]3Oc3c(ccc(C[C@@H]14)c23)OC
518,-0.894470679,289.15,OCC,CCCC(C)(C)OC(=O)NC(=O)N
519,-3.258627307,298.15,OCC,c1ccc(cc1)C(c1ccccc1Cl)(C(c1ccccc1)(c1ccccc1Cl)O)O
520,0.333971557,298.15,OCC,c1ccc(cc1)OP(=O)(Oc1ccccc1)Oc1ccccc1
521,-0.946268355,295.15,OCC,CCCC(=Cc1ccco1)C=NNC(=O)N
522,-0.951626569,288.15,OCC,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(C(C)(C)C5CCC34C)O)C2C1C)C(=O)OC
523,-2.854235622,293.15,OCC,c1c(cc(c(c1[N+](=O)[O-])C(=O)N=[N+]=[N-])[N+](=O)[O-])[N+](=O)[O-]
524,-1.839553461,293.15,OCC,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC=O
525,-1.355566778,298.15,OCC,c1ccc(cc1)Nc1ccc(cc1)/N=N/c1ccc(cc1)N(=O)=O
526,0.363600914,298.15,OCC,c1ccc(c(c1)C(=O)O)O
527,0.172072779,294.15,OCC,c1ccc(c(c1)C(=O)c1ccc(cc1)O)C(=O)O
528,-1.234045276,298.15,OCC,c1ccc2c(c1)c1CCCCc1n2C(=O)N
529,-2.638272361,295.15,OCC,COc1ccc(cc1)N=Cc1ccc(cc1)c1ccccc1
530,-1.042435463,293.15,OCC,CCOC1(C(c2ccccc2)Br)C(=O)NC(=O)N1
531,-2.581063963,298.15,OCC,CCCCCCCCCCCCCCC1C(=O)N=C(N)S1
532,0.187974848,293.15,OCC,c1ccc(cc1)CC1C(=O)N(c2ccccc2)C(=O)N1CC(=O)O
533,-0.394055294,293.15,OCC,C1C=C(CC[C@@H](CC(=O)O)O)C(=O)C1
534,-1.9531226,298.15,OCC,c1ccc2c(c1)ccc1ccccc21
535,-2.897091314,298.15,OCC,Cc1ccc(cc1)C(c1ccccc1)(C(c1ccccc1)(c1ccc(C)cc1)O)O
536,-1.741562862,297.78999999999996,OCC,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(cc1)c1ccccc1c1[nH]nnn1
537,-0.528767431,298.09,OCC,CN[C@]1(CCCCC1=O)c1ccccc1Cl
538,-3.279386998,291.15,OCC,CCCCCCCCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C
539,-2.837505883,290.15,OCC,CCOc1ccc(cc1OC)COC(=O)NC(=O)N
540,-3.22184875,298.15,OCC,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/N=N/c1ccc(cc1N(=O)=O)N(=O)=O
541,-1.225877629,293.15,OCC,c1ccc(cc1)Nc1cc(ccc1N)Cl
542,-2.272754731,293.15,OCC,c1cc(ccc1C=C1CCC(=Cc2ccc(cc2)O)C1=O)O
543,-3.105828551,288.15,OCC,Cc1c(c(C)c(c(C)c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
544,-1.687277577,298.15,OCC,c1ccc2c(c1)[nH]c(=O)n2C1CCN(CCCC(c2ccc(cc2)F)c2ccc(cc2)F)CC1
545,-1.004364225,298.14,OCC,c1cc(c(cc1O)O)c1c(c(=O)c2c(cc(cc2o1)O)O)O
546,-1.524765299,288.15,OCC,COc1c(cc(cc1Br)Br)Br
547,-3.132343579,298.15,OCC,C1[C@H]([C@@H]2[C@@H]([C@@H]3[C@H](O2)O[C@@H](C(Cl)(Cl)Cl)O3)O)O[C@@H](C(Cl)(Cl)Cl)O1
548,-2.065867745,298.15,OCC,C1C/C(=N\O)/C(=N/NC(=S)N)/C(=N/O)/C1
549,-2.062583221,298.15,OCC,c1cc2c(cc(c(c2nc1)O)I)S(=O)(=O)O
550,-2.0552195,294.15,OCC,c1cnccc1C(=O)N/N=C/[C@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O
551,-0.950194414,288.15,OCC,Cc1ccc(C)c(c1[N+](=O)[O-])[N+](=O)[O-]
552,-3.171335925,288.15,OCC,CCN(CC)CCNC(=O)c1ccc(cc1)NC(=O)/C=C\C(=O)O
553,-2.213600031,295.65,OCC,c1(=O)[nH]c(=O)[nH]c(=O)[nH]1
554,-2.166852656,298.15,OCC,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(c(c2)OC)O)ccc1O
555,-0.873675102,293.15,OCC,CCOC(=O)c1ccc(cc1)NC(=S)N
556,-2.08127528,288.15,OCC,Cc1cc(c(C)c(c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
557,0.115505606,293.15,OCC,CC(=O)NNC(=O)C
558,-1.177553773,294.15,OCC,c1ccc(cc1)C(c1ccccc1)(C(=O)NNS(=O)(=O)c1ccc(cc1)[N+](=O)[O-])O
559,-2.003367172,298.15,OCC,c1ccc(cc1)Nc1ccc(cc1)n1nc2ccccc2[n+]1[O-]
560,-2.379723593,293.15,OCC,CCCCCCCCCCCCCCCCCC(=O)Nc1ccccc1
561,-0.140235068,288.15,OCC,Cc1ccc(cc1)[N+](=O)[O-]
562,-2.504554637,293.15,OCC,CCOc1ccc(cc1/C=N/NC(=O)N)[N+](=O)[O-]
563,-3.012875764,298.14,OCC,Cc1cnc(NC(=O)C2=C(c3ccccc3S(=O)(=O)N2C)O)s1
564,-1.287910186,290.15,OCC,CCCCC(C)OC(=O)NC(=O)N
565,0.583329855,298.15,OCC,CCCOC(=O)c1cc(c(c(c1)O)O)O
566,-0.227885089,298.15,OCC,c1ccc(cc1)c1ccccc1
567,-3.02657759,289.15,OCC,c1cc2c(cccc2[N+](=O)[O-])c(c1)[N+](=O)[O-]
568,-3.097255742,298.15,OCC,COc1ccc(cc1OC)C(=O)N1CCN(CC1)c1ccc2c(CCC(=O)N2)c1
569,-0.438764661,288.15,OCC,Cc1ccc2c(c1)nc(Nc1ccccc1)[nH]2
570,0.365480473,296.04999999999995,OCC,Cc1ccccc1C(=O)O
571,-0.766250641,288.15,OCC,Cc1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]
572,-2.350352217,290.15,OCC,CN(C)c1ccc(cc1)C(=Nc1ccccc1N)c1ccc(cc1)N(C)C
