,solute_smiles,solvent_smiles,temperature,logS
2396,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCOC(=O)C,308.15,-2.01806241882033
2397,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCCOC(=O)C,308.15,-2.13868666290379
2398,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CC(C)CO,288.15,-1.94686071392323
2399,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CC(=O)C,303.15,-1.85113935162861
2400,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCOC(=O)C,313.15,-1.96291413737781
2401,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCCOC(=O)C,313.15,-2.07382146044263
2402,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCOC(=O)C,318.15,-1.94121627097326
2403,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CC(=O)OC,323.15,-1.85310660488576
2404,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CC(C)O,303.15,-1.81575156134423
2405,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CC(=O)C,308.15,-1.7975218187929
2406,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCC(=O)C,283.15,-1.86838409395706
2407,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCCOC(=O)C,318.15,-2.04797233814148
2408,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CC(C)CO,293.15,-1.87332621351126
2409,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCOC(=O)C,323.15,-1.90550190194886
2410,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCO,283.15,-1.65349265070271
2411,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CO,283.15,-1.47853649264198
2412,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CC(C)O,308.15,-1.75605166837108
2413,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCCOC(=O)C,323.15,-2.00020802510533
2414,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCC(=O)C,288.15,-1.81171748263004
2415,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCO,283.15,-1.73092598053188
2416,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CC(=O)C,313.15,-1.73331498602845
2417,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCO,288.15,-1.61593856022703
2418,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CO,288.15,-1.45203278640725
2419,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CC(C)CO,298.15,-1.80649820609887
2420,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCO,288.15,-1.69957460442034
2421,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCC(=O)C,293.15,-1.771316757689
2422,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CC(=O)C,318.15,-1.69663442804369
2423,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCO,293.15,-1.58032522370419
2424,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CO,293.15,-1.40738178324935
2425,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CC(C)O,313.15,-1.68920709867159
2426,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCCO,283.15,-1.7523630420948
2427,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCC(=O)C,298.15,-1.74600591198983
2428,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCO,298.15,-1.55597656813717
2429,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CO,298.15,-1.38464248903881
2430,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCO,293.15,-1.63553846390216
2431,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CC(=O)C,323.15,-1.64566384786908
2432,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CC(C)CO,303.15,-1.72283892608146
2433,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCCO,288.15,-1.70220790211741
2434,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCO,298.15,-1.61621290537906
2435,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CC(C)O,318.15,-1.6351576499176
2436,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCC(=O)C,303.15,-1.68646976189899
2437,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCO,303.15,-1.48636191147914
2438,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCCO,293.15,-1.6746882374013
2439,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CC(C)O,323.15,-1.60057991543986
2440,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CC(C)CO,308.15,-1.66479028996225
2441,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCC(=O)C,308.15,-1.63891098209461
2442,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CO,303.15,-1.28672818975433
2443,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCO,308.15,-1.44396611858284
2444,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCO,303.15,-1.53944956605453
2445,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CO,308.15,-1.2724304099335
2446,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCCO,298.15,-1.61799458785702
2447,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCC(=O)C,313.15,-1.61480377173126
2448,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CC(C)CO,313.15,-1.61024607424162
2449,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCO,313.15,-1.40543212643125
2450,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCC(=O)C,318.15,-1.58389481359588
2451,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CO,313.15,-1.22836132986453
2452,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCO,308.15,-1.48839292942769
2453,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCC(=O)C,323.15,-1.57017501404746
2454,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CC(C)CO,318.15,-1.5628944905161
2455,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCCO,303.15,-1.53937111138838
2456,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCO,318.15,-1.34120866490877
2457,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCO,313.15,-1.44278121849534
2458,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CO,318.15,-1.17360170622997
2459,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCCO,308.15,-1.50365179940009
2460,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CC(C)CO,323.15,-1.50885076826891
2461,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCO,323.15,-1.31248499785744
2462,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CO,323.15,-1.14284618429425
2463,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCO,318.15,-1.40214447773942
2464,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCCO,313.15,-1.44114537902187
2465,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCO,323.15,-1.34488491508698
2466,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCCO,318.15,-1.40172486123565
2467,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,CCCCO,323.15,-1.35342344654106
2468,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CCOC(=O)C,278.15,-1.98603677834661
2469,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CCOC(=O)C,283.15,-1.88770796687941
2470,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CCOC(=O)C,288.15,-1.79655983603389
2471,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CCOC(=O)C,293.15,-1.72663709055171
2472,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CCOC(=O)C,298.15,-1.64595782754756
2473,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CCOC(=O)C,303.15,-1.58571631522473
2474,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)OC,278.15,-1.43969525505712
2475,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CCOC(=O)C,308.15,-1.52792155108374
2476,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)OC,283.15,-1.37180671759546
2477,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CCOC(=O)C,313.15,-1.47033478517145
2478,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)OC,288.15,-1.31515661079103
2479,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CCOC(=O)C,318.15,-1.41905027418381
2480,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CCOC(=O)C,323.15,-1.37381773437984
2481,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)OC,293.15,-1.25112912151507
2482,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)OC,298.15,-1.1904681961921
2483,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)OC,303.15,-1.13043520065652
2484,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)C,278.15,-1.05311293363998
2485,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)OC,308.15,-1.05923867210216
2486,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)C,283.15,-0.973913075779768
2487,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)OC,313.15,-0.991836377567718
2488,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)C,288.15,-0.909973379944779
2489,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)OC,318.15,-0.932641538654835
2490,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)C,293.15,-0.855396351223369
2491,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)OC,323.15,-0.861044783252599
2492,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)C,298.15,-0.78208013797367
2493,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,C(Cl)Cl,278.15,-0.687216068301424
2494,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)C,303.15,-0.719289857098022
2495,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,C(Cl)Cl,283.15,-0.608974479783655
2496,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)C,308.15,-0.653733566879704
2497,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,C(Cl)Cl,288.15,-0.550748809242954
2498,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)C,313.15,-0.580877297933306
2499,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,C(Cl)Cl,293.15,-0.498959563615223
2500,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,C(Cl)Cl,298.15,-0.444083476090246
2501,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)C,318.15,-0.50969056926215
2502,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,C(Cl)Cl,303.15,-0.400996742509208
2503,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CC(=O)C,323.15,-0.443863669333389
2504,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,C(Cl)Cl,308.15,-0.355633842099966
2505,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,C(Cl)Cl,313.15,-0.314348139602743
2506,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN(C)C=O,278.15,-0.082256685084411
2507,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN(C)C=O,283.15,-0.034228662456796
2508,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN(C)C=O,288.15,0.01752254799535
2509,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN(C)C=O,293.15,0.06234579259644
2510,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN1CCCC1=O,278.15,-0.026725581225131
2511,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN1CCCC1=O,283.15,0.006755805594011
2512,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN(C)C=O,298.15,0.102063308007342
2513,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN1CCCC1=O,288.15,0.04196590715954
2514,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN(C)C=O,303.15,0.147695037959785
2515,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN1CCCC1=O,293.15,0.074223943890215
2516,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN(C)C=O,308.15,0.200506881269589
2517,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN1CCCC1=O,298.15,0.111307831561569
2518,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN1CCCC1=O,303.15,0.145478328748377
2519,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN(C)C=O,313.15,0.251349068957128
2520,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN1CCCC1=O,308.15,0.179086954631213
2521,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN(C)C=O,318.15,0.301856403485311
2522,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN1CCCC1=O,313.15,0.213653992127788
2523,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN1CCCC1=O,318.15,0.251881134591694
2524,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN(C)C=O,323.15,0.354272416073053
2525,CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl,CN1CCCC1=O,323.15,0.289685847543237
2526,C1=C(C=C(C=C1C=O)C=O)C=O,CC(C)CO,283.15,-2.62095309983648
2527,C1=C(C=C(C=C1C=O)C=O)C=O,CCC(C)O,283.15,-2.49057747082351
2528,C1=C(C=C(C=C1C=O)C=O)C=O,CC(C)CO,288.15,-2.47482459942935
2529,C1=C(C=C(C=C1C=O)C=O)C=O,CCC(C)O,288.15,-2.36546562362934
2530,C1=C(C=C(C=C1C=O)C=O)C=O,CC(C)CO,293.15,-2.36766265566194
2531,C1=C(C=C(C=C1C=O)C=O)C=O,CC(C)O,283.15,-2.21329201397041
2532,C1=C(C=C(C=C1C=O)C=O)C=O,CC(C)CO,298.15,-2.27685472351829
2533,C1=C(C=C(C=C1C=O)C=O)C=O,CC(C)O,288.15,-2.17109070556931
2534,C1=C(C=C(C=C1C=O)C=O)C=O,CCC(C)O,293.15,-2.18415258173952
2535,C1=C(C=C(C=C1C=O)C=O)C=O,CC(C)O,293.15,-2.10112660916698
2536,C1=C(C=C(C=C1C=O)C=O)C=O,CC(C)O,298.15,-2.04537949936804
2537,C1=C(C=C(C=C1C=O)C=O)C=O,CCCCO,283.15,-2.10074207273384
2538,C1=C(C=C(C=C1C=O)C=O)C=O,CCCCO,288.15,-2.07523481253009
2539,C1=C(C=C(C=C1C=O)C=O)C=O,CCC(C)O,298.15,-2.06662329433224
2540,C1=C(C=C(C=C1C=O)C=O)C=O,CC(C)O,303.15,-1.98308191489174
2541,C1=C(C=C(C=C1C=O)C=O)C=O,CCCCO,293.15,-2.02442080945503
2542,C1=C(C=C(C=C1C=O)C=O)C=O,CCCO,283.15,-1.91023437737846
2543,C1=C(C=C(C=C1C=O)C=O)C=O,CC(C)CO,303.15,-2.00684296557409
2544,C1=C(C=C(C=C1C=O)C=O)C=O,CCC(C)O,303.15,-1.96340461799796
2545,C1=C(C=C(C=C1C=O)C=O)C=O,CCCO,288.15,-1.85471190689693
2546,C1=C(C=C(C=C1C=O)C=O)C=O,CCC(C)O,308.15,-1.86062505031793
2547,C1=C(C=C(C=C1C=O)C=O)C=O,CCCCO,298.15,-1.84566521194521
2548,C1=C(C=C(C=C1C=O)C=O)C=O,CCCO,293.15,-1.75673789470096
2549,C1=C(C=C(C=C1C=O)C=O)C=O,CCCCCO,283.15,-1.90092987639805
2550,C1=C(C=C(C=C1C=O)C=O)C=O,CC(C)O,308.15,-1.72227312576377
2551,C1=C(C=C(C=C1C=O)C=O)C=O,CCCCCO,288.15,-1.84601991932628
2552,C1=C(C=C(C=C1C=O)C=O)C=O,CCCO,298.15,-1.687011062158
2553,C1=C(C=C(C=C1C=O)C=O)C=O,CCC(C)O,313.15,-1.78063288834784
2554,C1=C(C=C(C=C1C=O)C=O)C=O,CCO,283.15,-1.50399705726021
2555,C1=C(C=C(C=C1C=O)C=O)C=O,CCCCO,303.15,-1.70590759383635
2556,C1=C(C=C(C=C1C=O)C=O)C=O,CCCCCO,293.15,-1.7672312952278
2557,C1=C(C=C(C=C1C=O)C=O)C=O,CC(C)CO,308.15,-1.68504393319372
2558,C1=C(C=C(C=C1C=O)C=O)C=O,CCCO,303.15,-1.59013214652023
2559,C1=C(C=C(C=C1C=O)C=O)C=O,CCC(C)O,318.15,-1.65977768247986
2560,C1=C(C=C(C=C1C=O)C=O)C=O,CCO,288.15,-1.44422010538057
2561,C1=C(C=C(C=C1C=O)C=O)C=O,CCCCCO,298.15,-1.70036292297375
2562,C1=C(C=C(C=C1C=O)C=O)C=O,CC(C)O,313.15,-1.55801483973809
2563,C1=C(C=C(C=C1C=O)C=O)C=O,CCCCO,308.15,-1.58325373341841
2564,C1=C(C=C(C=C1C=O)C=O)C=O,CCCO,308.15,-1.49355780997087
2565,C1=C(C=C(C=C1C=O)C=O)C=O,CCCCCO,303.15,-1.64882950401115
2566,C1=C(C=C(C=C1C=O)C=O)C=O,CCO,293.15,-1.36554771788164
2567,C1=C(C=C(C=C1C=O)C=O)C=O,CCC(C)O,323.15,-1.5715723954122
2568,C1=C(C=C(C=C1C=O)C=O)C=O,CCCCCO,308.15,-1.59793360878217
2569,C1=C(C=C(C=C1C=O)C=O)C=O,CC(C)CO,313.15,-1.530045883949
2570,C1=C(C=C(C=C1C=O)C=O)C=O,CCCCO,313.15,-1.50873306347655
2571,C1=C(C=C(C=C1C=O)C=O)C=O,CC(C)O,318.15,-1.43065173625103
2572,C1=C(C=C(C=C1C=O)C=O)C=O,CCCO,313.15,-1.40960919248077
2573,C1=C(C=C(C=C1C=O)C=O)C=O,CCO,298.15,-1.29370409586734
2574,C1=C(C=C(C=C1C=O)C=O)C=O,CCCCCO,313.15,-1.5074269117554
2575,C1=C(C=C(C=C1C=O)C=O)C=O,CCCO,318.15,-1.34317338562529
2576,C1=C(C=C(C=C1C=O)C=O)C=O,CO,283.15,-1.05531904968813
2577,C1=C(C=C(C=C1C=O)C=O)C=O,CC(C)O,323.15,-1.33707981776271
2578,C1=C(C=C(C=C1C=O)C=O)C=O,CCO,303.15,-1.20696285605264
2579,C1=C(C=C(C=C1C=O)C=O)C=O,CCCCO,318.15,-1.40278474881738
2580,C1=C(C=C(C=C1C=O)C=O)C=O,CC(C)CO,318.15,-1.38618465729793
2581,C1=C(C=C(C=C1C=O)C=O)C=O,CCCO,323.15,-1.27725526757327
2582,C1=C(C=C(C=C1C=O)C=O)C=O,CCCCCO,318.15,-1.41883203457744
2583,C1=C(C=C(C=C1C=O)C=O)C=O,CCO,308.15,-1.13914982538255
2584,C1=C(C=C(C=C1C=O)C=O)C=O,CO,288.15,-0.956683199399143
2585,C1=C(C=C(C=C1C=O)C=O)C=O,CC#N,283.15,-1.01051719577611
2586,C1=C(C=C(C=C1C=O)C=O)C=O,CCO,313.15,-1.05704390849265
2587,C1=C(C=C(C=C1C=O)C=O)C=O,CCCCCO,323.15,-1.31298934534827
2588,C1=C(C=C(C=C1C=O)C=O)C=O,CO,293.15,-0.853765216521015
2589,C1=C(C=C(C=C1C=O)C=O)C=O,CCCCO,323.15,-1.2202596286183
2590,C1=C(C=C(C=C1C=O)C=O)C=O,CC(C)CO,323.15,-1.19646403173623
2591,C1=C(C=C(C=C1C=O)C=O)C=O,CCO,318.15,-0.989181992970645
2592,C1=C(C=C(C=C1C=O)C=O)C=O,CC#N,288.15,-0.923130765707534
2593,C1=C(C=C(C=C1C=O)C=O)C=O,CO,298.15,-0.764037914117647
2594,C1=C(C=C(C=C1C=O)C=O)C=O,CCO,323.15,-0.933026682213396
2595,C1=C(C=C(C=C1C=O)C=O)C=O,CC#N,293.15,-0.863797080278951
2596,C1=C(C=C(C=C1C=O)C=O)C=O,CO,303.15,-0.674696319338069
2597,C1=C(C=C(C=C1C=O)C=O)C=O,CC#N,298.15,-0.773171599398572
2598,C1=C(C=C(C=C1C=O)C=O)C=O,CC(=O)C,283.15,-0.855389088940968
2599,C1=C(C=C(C=C1C=O)C=O)C=O,CC#N,303.15,-0.720952451706632
2600,C1=C(C=C(C=C1C=O)C=O)C=O,CO,308.15,-0.604113475478365
2601,C1=C(C=C(C=C1C=O)C=O)C=O,CC(=O)C,288.15,-0.807799199577207
2602,C1=C(C=C(C=C1C=O)C=O)C=O,CC#N,308.15,-0.669571244856127
2603,C1=C(C=C(C=C1C=O)C=O)C=O,CO,313.15,-0.526054999611838
2604,C1=C(C=C(C=C1C=O)C=O)C=O,CC(=O)C,293.15,-0.739950558560691
2605,C1=C(C=C(C=C1C=O)C=O)C=O,C1COCCO1,288.15,-0.790276972205811
2606,C1=C(C=C(C=C1C=O)C=O)C=O,CC#N,313.15,-0.590065762068293
2607,C1=C(C=C(C=C1C=O)C=O)C=O,CO,318.15,-0.463224172557099
2608,C1=C(C=C(C=C1C=O)C=O)C=O,CC(=O)C,298.15,-0.680002291368935
2609,C1=C(C=C(C=C1C=O)C=O)C=O,CC#N,318.15,-0.543225814374605
2610,C1=C(C=C(C=C1C=O)C=O)C=O,CO,323.15,-0.417590285176452
2611,C1=C(C=C(C=C1C=O)C=O)C=O,C1COCCO1,293.15,-0.707834414638758
2612,C1=C(C=C(C=C1C=O)C=O)C=O,CC#N,323.15,-0.480662025137837
2613,C1=C(C=C(C=C1C=O)C=O)C=O,CC(=O)C,303.15,-0.582294639057965
2614,C1=C(C=C(C=C1C=O)C=O)C=O,C1COCCO1,298.15,-0.60894513070371
2615,C1=C(C=C(C=C1C=O)C=O)C=O,CC(=O)C,308.15,-0.503814784277808
2616,C1=C(C=C(C=C1C=O)C=O)C=O,C1COCCO1,303.15,-0.52753009969757
2617,C1=C(C=C(C=C1C=O)C=O)C=O,CC(=O)C,313.15,-0.44373662394409
2618,C1=C(C=C(C=C1C=O)C=O)C=O,C1COCCO1,308.15,-0.464855757469255
2619,C1=C(C=C(C=C1C=O)C=O)C=O,CC(=O)C,318.15,-0.38067594542796
2620,C1=C(C=C(C=C1C=O)C=O)C=O,C1COCCO1,313.15,-0.39851749529872
2621,C1=C(C=C(C=C1C=O)C=O)C=O,CC(=O)C,323.15,-0.325036940576242
2622,C1=C(C=C(C=C1C=O)C=O)C=O,C1COCCO1,318.15,-0.355587388099985
2623,C1=C(C=C(C=C1C=O)C=O)C=O,C1COCCO1,323.15,-0.313854272394223
2624,C1[C@H](CN[C@@H]1C(=O)O)O,CC(=O)OC,283.15,-3.71697683693432
2625,C1[C@H](CN[C@@H]1C(=O)O)O,CC#N,288.15,-3.19700858961572
2626,C1[C@H](CN[C@@H]1C(=O)O)O,CC(C)O,283.15,-3.33405143501708
2627,C1[C@H](CN[C@@H]1C(=O)O)O,CCC(C)O,283.15,-3.37925240246568
2628,C1[C@H](CN[C@@H]1C(=O)O)O,CC(=O)OC,288.15,-3.29680479196114
2629,C1[C@H](CN[C@@H]1C(=O)O)O,CCC(=O)C,283.15,-3.30279950562224
2630,C1[C@H](CN[C@@H]1C(=O)O)O,CCCCCO,283.15,-3.23022162769654
2631,C1[C@H](CN[C@@H]1C(=O)O)O,CC#N,293.15,-2.90582395763363
2632,C1[C@H](CN[C@@H]1C(=O)O)O,CCCO,283.15,-3.04962061389432
2633,C1[C@H](CN[C@@H]1C(=O)O)O,CC(C)O,288.15,-3.04804463652802
2634,C1[C@H](CN[C@@H]1C(=O)O)O,CCC(C)O,288.15,-3.12859454546357
2635,C1[C@H](CN[C@@H]1C(=O)O)O,CC(C)CO,283.15,-3.12261327749387
2636,C1[C@H](CN[C@@H]1C(=O)O)O,CCO,283.15,-2.91613043167328
2637,C1[C@H](CN[C@@H]1C(=O)O)O,CCC(=O)C,288.15,-3.05137203925314
2638,C1[C@H](CN[C@@H]1C(=O)O)O,CC(=O)OC,293.15,-2.9992805339684
2639,C1[C@H](CN[C@@H]1C(=O)O)O,CC(C)CO,288.15,-3.0496596332425
2640,C1[C@H](CN[C@@H]1C(=O)O)O,CCCCCO,288.15,-3.10762876560941
2641,C1[C@H](CN[C@@H]1C(=O)O)O,CCCCO,283.15,-3.01265756066611
2642,C1[C@H](CN[C@@H]1C(=O)O)O,CCC(C)O,293.15,-3.00900654548943
2643,C1[C@H](CN[C@@H]1C(=O)O)O,CC(C)CO,293.15,-2.97871599338918
2644,C1[C@H](CN[C@@H]1C(=O)O)O,CC(C)O,293.15,-2.88746661961473
2645,C1[C@H](CN[C@@H]1C(=O)O)O,CCCCO,288.15,-2.95918517848739
2646,C1[C@H](CN[C@@H]1C(=O)O)O,CC#N,298.15,-2.70476048291039
2647,C1[C@H](CN[C@@H]1C(=O)O)O,CCO,288.15,-2.72613213562903
2648,C1[C@H](CN[C@@H]1C(=O)O)O,CCCO,288.15,-2.83388645358834
2649,C1[C@H](CN[C@@H]1C(=O)O)O,CC(C)CO,298.15,-2.91235901142448
2650,C1[C@H](CN[C@@H]1C(=O)O)O,CCCCCO,293.15,-2.9770753153974
2651,C1[C@H](CN[C@@H]1C(=O)O)O,CC(=O)OC,298.15,-2.83660566038155
2652,C1[C@H](CN[C@@H]1C(=O)O)O,CC(C)O,298.15,-2.80892971121805
2653,C1[C@H](CN[C@@H]1C(=O)O)O,CCCCO,293.15,-2.87489712672544
2654,C1[C@H](CN[C@@H]1C(=O)O)O,CCCO,293.15,-2.77315620676444
2655,C1[C@H](CN[C@@H]1C(=O)O)O,CO,283.15,-2.49779739347855
2656,C1[C@H](CN[C@@H]1C(=O)O)O,CCC(=O)C,293.15,-2.84454770795241
2657,C1[C@H](CN[C@@H]1C(=O)O)O,CCC(C)O,298.15,-2.85339735323647
