Unnamed: 0,logS,temperature,solvent_smiles,solute_smiles
115,-3.193440523,298.15,C1=CC=CC=C1,OC(=O)c1cccc(O)c1
116,-1.023350612,293.15,C1=CC=CC=C1,N[C@@H](CO)c1ccccc1
117,-1.240463268,288.15,C1=CC=CC=C1,OC(=O)c1ccccc1Cl
118,0.772431391,295.15,C1=CC=CC=C1,Cc1ccc(O)c(c1)C(C)(C)C
119,-1.755138507,293.15,C1=CC=CC=C1,Cl[S](=O)(=O)c1ccc2cc(cc(c2c1)[S](Cl)(=O)=O)[S](Cl)(=O)=O
120,-2.914264861,298.15,C1=CC=CC=C1,CCOCN1C(=O)c2ccccc2C1=O
121,-0.649780609,298.15,C1=CC=CC=C1,C[C@H](O)[C@H](NC(=O)c1ccccc1)C(O)=O
122,-1.354883018,293.15,C1=CC=CC=C1,CCCCC(N)=O
123,0.701736567,298.15,C1=CC=CC=C1,Oc1ccccc1[N+]([O-])=O
124,-0.23843404,290.15,C1=CC=CC=C1,CC1(C)C2CCC1(C)C(=O)C2C(=O)c3ccccc3
125,-0.94359673,293.15,C1=CC=CC=C1,OC(=O)CC1OC(OC1=O)C(Cl)(Cl)Cl
126,-2.309533129,292.15,C1=CC=CC=C1,OC(C(O)=O)c1ccccc1
127,0.56215473,295.15,C1=CC=CC=C1,O=C1CCCCCN1
128,0.720043321,295.25,C1=CC=CC=C1,CCc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
129,0.430728222,298.15,C1=CC=CC=C1,ClC(c1ccccc1)(c2ccccc2)c3ccccc3
130,0.205061347,287.15,C1=CC=CC=C1,Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O
131,-2.432800953,288.15,C1=CC=CC=C1,Cc1ccc(Nc2[nH]c3ccc(C)cc3n2)cc1
132,-0.733732477,291.15,C1=CC=CC=C1,Nc1ccc2c(Cc3cc(Cl)ccc23)c1
133,-0.493942012,292.15,C1=CC=CC=C1,c1ccc(cc1)\C=C\C=C\c2ccccc2
134,-0.79967407,293.15,C1=CC=CC=C1,[O-][N+](=O)c1cc(c(\C=C\c2ccccc2)c(c1)[N+]([O-])=O)[N+]([O-])=O
135,-0.916775407,295.15,C1=CC=CC=C1,O=C1CCCCCCCCCCCN1
136,-1.242384483,293.15,C1=CC=CC=C1,Cl[C@@H]1[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
137,-0.840478568,293.15,C1=CC=CC=C1,c1ccc(cc1)C(c2ccccc2)=C(c3ccccc3)c4ccccc4
138,-3.39725362,293.15,C1=CC=CC=C1,O=N(=O)/C(N(=O)=O)=S/1CCCC1
139,-0.852073862,293.15,C1=CC=CC=C1,Cc1c2ccccc2c(C)c3ccccc13
140,-2.552019331,298.15,C1=CC=CC=C1,c1ccc2C3C4c5ccccc5C(C(c2c1)c6ccccc36)c7ccccc47
141,-0.666544407,293.15,C1=CC=CC=C1,COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(C)=C
142,0.426625697,295.15,C1=CC=CC=C1,CCCC(=CC(O)=O)c1ccccc1
143,-0.647291755,303.15,C1=CC=CC=C1,CCc1cc(O)ccc1N=Nc2ccc(cc2)C(C)=O
144,-3.445323923,298.15,C1=CC=CC=C1,C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23
145,-3.840084003,293.15,C1=CC=CC=C1,O=c5c1ccccc1c6c2ccccc2c7c(=O)c3ccccc3c8c4ccccc4c5c6c78
146,-0.892961108,288.15,C1=CC=CC=C1,COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5cc34
147,-0.94009421,291.15,C1=CC=CC=C1,CCOC(=O)C(=NNc1ccccc1OC)C#N
148,-0.465092002,295.15,C1=CC=CC=C1,O=C1CCCCCCCCN1
149,-1.522233474,293.15,C1=CC=CC=C1,C\C=C(\C)C(N)=O
150,-0.907584355,293.15,C1=CC=CC=C1,C\C=C(/C)C(N)=O
151,-0.421566245,303.15,C1=CC=CC=C1,[O-][N+](=O)c1ccc(CCl)cc1
152,-2.423217846,298.15,C1=CC=CC=C1,O[C@@H]([C@@H]1C[C@@H]2CCN1C[C@@H]2C=C)c3ccnc4ccccc34
153,-1.085573957,289.15,C1=CC=CC=C1,BrC(SC#N)C(Br)SC#N
154,-0.261918872,293.15,C1=CC=CC=C1,[O-][N+](=O)c1ccccc1C(=O)N=[N+]=[N-]
155,-0.835359734,293.15,C1=CC=CC=C1,[O-][N+](=O)c1ccccc1\C=C\C(=O)c2ccccc2
156,-0.701577016,303.15,C1=CC=CC=C1,CN(C)C(=S)SSC(=S)N(C)C
157,-0.232009418,289.15,C1=CC=CC=C1,Cc1ccc(cc1)N(c2ccc(C)cc2)c3cccc(C)c3
158,-2.167031491,293.15,C1=CC=CC=C1,O=C1CCC(=O)N1
159,-1.41487513,298.15,C1=CC=CC=C1,CCCCCC(C(O)=O)C(O)=O
160,-2.625148694,295.15,C1=CC=CC=C1,NC(=O)C(O)c1ccc(Cl)cc1
161,-1.149599259,299.15,C1=CC=CC=C1,ClC(Cl)(Cl)SN1C(=O)[C@H]2CC=CC[C@H]2C1=O
162,-0.634717957,293.15,C1=CC=CC=C1,COc1ccc2C[C@@H]3[C@@H]4CC[C@H](OC(C)=O)[C@@H]5Oc1c2[C@]45CCN3C
163,-0.840965168,290.15,C1=CC=CC=C1,N#CSCCSC#N
164,-0.638280143,299.15,C1=CC=CC=C1,CCCC(CCC)(C(=O)NO)C1CCCCC1
165,-1.435382236,298.15,C1=CC=CC=C1,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1
166,-0.497994303,298.15,C1=CC=CC=C1,CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
167,-0.892983945,303.15,C1=CC=CC=C1,Cc1cccc(c1)N=Nc2ccc(O)cc2
168,-3.183542592,293.15,C1=CC=CC=C1,CC1(C(=O)NC(=O)NC1=O)c2ccccc2
169,-1.523330774,293.15,C1=CC=CC=C1,CCCCCCCC(N)=O
170,-1.095765126,293.15,C1=CC=CC=C1,Cc1cccc(n1)C(O)=O
171,-1.375161842,288.15,C1=CC=CC=C1,OC(=O)c1cccc(Cl)c1
172,-1.404797714,298.15,C1=CC=CC=C1,Oc1ccc(Cc2ccccc2O)cc1
173,-1.522914612,298.15,C1=CC=CC=C1,OC(=O)CCCC(=O)NNC(=O)c1ccccc1
174,-3.824304507,298.15,C1=CC=CC=C1,OC(=O)CCCCCCCCCC(O)=O
175,-0.255544509,298.15,C1=CC=CC=C1,OC(c1ccccc1)(c2ccccc2)c3ccccc3
176,0.313612393,293.15,C1=CC=CC=C1,CCOC(=O)c1ccc(C)cc1NC(C)=O
177,-0.569895461,293.15,C1=CC=CC=C1,ClCc1c(Br)cc(Br)cc1Br
178,-0.136980136,293.15,C1=CC=CC=C1,[O-][N+](=O)c1cccc(c1)C(=O)N=[N+]=[N-]
179,0.185868316,292.15,C1=CC=CC=C1,Oc1cccc2cccnc12
180,-2.618624393,298.15,C1=CC=CC=C1,CCCCC(C(O)=O)C(O)=O
181,-0.310699476,298.15,C1=CC=CC=C1,N#CC(=NNc1ccccc1)C#N
182,-0.044531471,298.15,C1=CC=CC=C1,Clc1nc(Cl)nc(Cl)n1
183,-3.486233478,292.15,C1=CC=CC=C1,Oc1ccc(cc1)C=C2CCCC(=Cc3ccc(O)cc3)C2=O
184,-1.99832038,298.15,C1=CC=CC=C1,COc1cc2OC[C@H]3Oc4c(CCC(C)C)c(O)ccc4C(=O)[C@H]3c2cc1OC
185,-0.698070007,290.15,C1=CC=CC=C1,N#CSC=CSC#N
186,-0.876459712,303.15,C1=CC=CC=C1,Oc1ccc(cc1)N=Nc2ccc(Cl)cc2
187,-0.840526284,298.15,C1=CC=CC=C1,Oc1ccccc1Cc2ccccc2O
188,-0.781209421,298.0,C1=CC=CC=C1,O=C\1C=Cc2ccccc2C1=N/Nc3ccccc3
189,-1.615741442,289.15,C1=CC=CC=C1,OC(=O)c1ccc(Cl)cc1Nc2ccccc2
190,-1.656785224,293.15,C1=CC=CC=C1,CCCC/C=C/C(N)=O
191,-0.066068749,293.15,C1=CC=CC=C1,CCCC\C=C/C(N)=O
192,-1.038971067,298.15,C1=CC=CC=C1,c1ccc2cc3ccccc3cc2c1
193,-1.589187993,303.15,C1=CC=CC=C1,Clc1ccc(cc1)C(=O)OC(=O)c2ccc(Cl)cc2
194,-0.484338481,293.15,C1=CC=CC=C1,CC\C=C/C(N)=O
195,-1.907584355,293.15,C1=CC=CC=C1,CC\C=C\C(N)=O
196,-0.718962843,299.15,C1=CC=CC=C1,O=C(C=[P](c1ccccc1)(c2ccccc2)c3ccccc3)c4ccccc4
197,-0.41352337,303.15,C1=CC=CC=C1,Cc1cc(C)c(O)c(c1)N=Nc2ccc(cc2)C(C)=O
198,-1.326752675,302.15,C1=CC=CC=C1,COc1c(c(cc(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
199,0.143056052,295.15,C1=CC=CC=C1,O=C1CCCCCCCCCCCCCCN1
200,-0.076849601,303.15,C1=CC=CC=C1,Cc1ccc(O)c(c1)N=Nc2ccccc2
201,-1.685001954,293.15,C1=CC=CC=C1,COC1=CC(=O)C(=C2OC(=CC=C12)c3ccccc3)C
202,-3.357021106,292.15,C1=CC=CC=C1,C(=CC=CC=Cc1ccccc1)C=CC=Cc2ccccc2
203,-0.36063907,298.15,C1=CC=CC=C1,COCN1C(=O)c2ccccc2C1=O
204,-0.64653834,293.15,C1=CC=CC=C1,CCC[C@H]1CC2=C(C[C@@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O
205,-1.924984809,303.15,C1=CC=CC=C1,Oc1ccc(cc1)N=Nc2ccc(cc2)[N+]([O-])=O
206,-0.771634878,303.15,C1=CC=CC=C1,CC(=O)c1cccc(c1)N=Nc2cc(ccc2O)c3ccccc3
207,-0.476427265,303.15,C1=CC=CC=C1,CCC(C)(C)c1ccc(O)c(c1)N=Nc2ccc(cc2)C(C)=O
208,0.029586852,298.15,C1=CC=CC=C1,BrC(c1ccccc1)(c2ccccc2)c3ccccc3
209,-0.917901574,291.15,C1=CC=CC=C1,COc1cc(c(c(c1OC)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
210,-0.618733559,303.15,C1=CC=CC=C1,Oc1ccc(cc1)N=Nc2cccc(Cl)c2
211,-1.624649091,292.15,C1=CC=CC=C1,OC1(N(CCBr)C(=O)c2ccccc12)c3ccccc3
212,-2.946382076,295.15,C1=CC=CC=C1,NC(=O)C(O)c1cccc(Cl)c1
213,-1.329362948,295.15,C1=CC=CC=C1,O=C1CCCCCCCCCCCCN1
214,-3.928660027,298.15,C1=CC=CC=C1,OC(=O)CC(O)=O
215,-3.150861982,298.14,C1=CC=CC=C1,CC2(C)COP(=O)(NCCNP1(=O)OCC(C)(C)CO1)OC2
216,-0.194327676,306.65,C1=CC=CC=C1,O/N=C(/c1ccccc1)C(=O)c2ccccc2
217,-1.999982157,299.15,C1=CC=CC=C1,CCCCCCCCCCC(C)(C)C(=O)NO
218,-1.616797483,293.15,C1=CC=CC=C1,c1ccc2C#CC#Cc3ccccc3C#CC#Cc2c1
219,-0.24585023,293.15,C1=CC=CC=C1,O=C(OCC(C)C)[C@@H](O)[C@H](O)C(=O)OCC(C)C
220,-1.429002933,298.15,C1=CC=CC=C1,O=C(c1ccccc1)c2cccc3c(cccc23)C(=O)c4ccccc4
221,0.0,299.15,C1=CC=CC=C1,CCCCC(CC)CC(CC)(CC)C(=O)NO
222,-1.607385594,288.15,C1=CC=CC=C1,CCOC(=O)C(=NNc1cccc(Br)c1)C#N
223,-0.83006313,293.15,C1=CC=CC=C1,C1C2CC3CC1CC(C2)C3
224,-0.476208277,298.15,C1=CC=CC=C1,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C
225,-0.469843114,293.15,C1=CC=CC=C1,CCCCCC(CC)=NNC(N)=O
226,-0.482089511,295.54999999999995,C1=CC=CC=C1,Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
227,-0.778874472,292.15,C1=CC=CC=C1,Cl[P](Cl)(Cl)=N[S](=O)(=O)c1ccc2ccccc2c1
228,-2.368988937,303.15,C1=CC=CC=C1,C[C@]12CCc3c(ccc4cc(O)ccc34)[C@@H]1CCC2=O
229,-0.768892997,293.15,C1=CC=CC=C1,O=C1CCCc2c1[nH]c3ccccc23
230,-0.392769265,293.15,C1=CC=CC=C1,Cl[P]1(=N[P](=N[P](=N[P](=N1)(Cl)Cl)(Cl)Cl)(Cl)Cl)Cl
231,-1.602648604,293.15,C1=CC=CC=C1,c1ccc(cc1)C(c2ccccc2)(c3ccccc3)c4ccccc4
232,0.015786616,294.15,C1=CC=CC=C1,C\C(=C/C(O)=O)c1ccccc1
233,-0.372644955,294.15,C1=CC=CC=C1,C\C(=C\C(O)=O)c1ccccc1
234,0.105388087,290.15,C1=CC=CC=C1,CC1(C)C2CC[C@@]1(C)C(=O)\C2=C(/O)c3ccccc3
235,-0.246766311,292.15,C1=CC=CC=C1,c1ccc(cc1)\C=C\c2ccccc2
236,0.774785161,293.15,C1=CC=CC=C1,[N-]=[N+]=NC(=O)c1ccccc1
237,-2.30102397,298.15,C1=CC=CC=C1,CCCC(=O)NNC(=O)CCCC(=O)O
238,-0.907224384,303.15,C1=CC=CC=C1,Cc1ccc(cc1)N=Nc2ccc(O)cc2
239,-1.515356338,288.15,C1=CC=CC=C1,[O-][N+](=O)c1ccc(c2c1cccc2[N+]([O-])=O)[N+]([O-])=O
240,-2.295674141,293.15,C1=CC=CC=C1,Cc1cccc(C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c1
241,0.512299784,293.15,C1=CC=CC=C1,CCCCCCC=CC(N)=O
242,-1.61750544,293.15,C1=CC=CC=C1,Oc1ccc(cc1)C(O)(c2ccccc2)c3ccccc3
243,-3.271932299,298.15,C1=CC=CC=C1,CCCCCCCCC(C(O)=O)C(O)=O
244,-1.360352472,293.15,C1=CC=CC=C1,Clc1ccc2c3ccccc3C(=O)c4cccc1c24
245,-1.700971947,298.15,C1=CC=CC=C1,O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c7ccccc67
246,-1.057741262,298.15,C1=CC=CC=C1,O=C(c1ccccc1)c2cccc3cccc(C(=O)c4ccccc4)c23
247,-1.778654954,296.15,C1=CC=CC=C1,O[C@H]1C=Cc2ccccc2[C@@H]1O
248,-0.655228685,293.15,C1=CC=CC=C1,OC1=C(CCCC2CCCCC2)C(=O)c3ccccc3C1=O
249,-2.025217553,291.15,C1=CC=CC=C1,[O-][N+](=O)c1ccc2c(Cc3cc(Br)ccc23)c1
250,-0.009360791,291.15,C1=CC=CC=C1,CC1(C)Oc2ccc3C=CC(=O)Oc3c2C=C1
251,-1.599833602,298.15,C1=CC=CC=C1,CCCCCCCCCCCCC(=O)CCCCC(O)=O
252,-0.349532325,293.15,C1=CC=CC=C1,COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C
253,-1.622435042,298.04999999999995,C1=CC=CC=C1,Cc1cc(O)cc(O)c1C
254,-2.066774265,293.15,C1=CC=CC=C1,CCCC1(CCC)C(=O)NC(=O)NC1=O
255,-0.324273039,298.15,C1=CC=CC=C1,[O-][N+](=O)c1cccc2ccccc12
256,-1.016759388,291.15,C1=CC=CC=C1,Nc1ccc2c(Cc3cc(Br)ccc23)c1
257,-0.554508694,288.15,C1=CC=CC=C1,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)c3ccccc3
258,-1.723331411,298.15,C1=CC=CC=C1,CC(=O)Oc1ccc(OC(C)=O)c2C(=O)c3ccccc3C(=O)c12
259,0.464896151,288.15,C1=CC=CC=C1,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O
260,-0.035717002,291.15,C1=CC=CC=C1,CCOC(=O)\C=C(/C)NC(C)=O
261,0.371768325,293.15,C1=CC=CC=C1,CCOC(=O)/C=C(/C)NC(C)=O
262,-0.773764165,290.15,C1=CC=CC=C1,CCOC(=O)C(=NNc1ccc2ccccc2c1)C#N
263,-1.374156545,298.15,C1=CC=CC=C1,COc1cc2N3[C@H]4[C@@H]5[C@H](CC3=O)OCC=C6CN7CC[C@]4([C@@H]7C[C@H]56)c2cc1OC
264,-1.768599812,291.15,C1=CC=CC=C1,CCOC(=O)C(=NNc1ccc(cc1)[N+]([O-])=O)C#N
265,-0.748909792,298.15,C1=CC=CC=C1,Oc1cccc(c1)[N+]([O-])=O
266,-2.08450955,290.15,C1=CC=CC=C1,c1ccc(cc1)[C@]2(c3c(cccc3)[C@](c4c2cccc4)(O)c5ccccc5)O
267,-1.908809846,298.15,C1=CC=CC=C1,CC(=O)Nc1ccc(O)cc1
268,-1.789426964,288.15,C1=CC=CC=C1,Cc5ccc(N(/C(=N/c1ccccc1)Nc2ccccc2)c4nc3cc(C)ccc3[nH]4)cc5
269,-1.837930711,295.15,C1=CC=CC=C1,OC(C(O)=O)c1cccc(Cl)c1
270,-0.211017704,298.15,C1=CC=CC=C1,C\C(=N/Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)c2ccccc2
271,-3.164522971,293.15,C1=CC=CC=C1,[O-][N+](=O)c1ccc(NN=Cc2ccc(Br)cc2)c(c1)[N+]([O-])=O
272,-1.488236868,303.15,C1=CC=CC=C1,OC(=O)c1ccccn1
273,0.685732139,293.15,C1=CC=CC=C1,CC(=O)[C@H]1C[C@@H](CC(O)=O)C1(C)C
274,-0.568645966,306.65,C1=CC=CC=C1,CC(C)(CO)CO
275,-0.282011262,293.15,C1=CC=CC=C1,Cl[C@H]1[C@H](Cl)[C@@H](Cl)c2ccccc2[C@@H]1Cl
276,0.233182798,293.15,C1=CC=CC=C1,CSCC12CSCC(C1)C(=CC2=O)C
277,-0.779675607,298.15,C1=CC=CC=C1,COc1ccc(c(O)c1)C(=O)c2ccc(OC)cc2O
278,0.34222424,294.15,C1=CC=CC=C1,Cc1ccc(cc1)C(=O)C=Cc2ccccc2
279,-0.908580662,293.15,C1=CC=CC=C1,OOC(=O)c1ccc(Cl)cc1
280,0.344821243,293.15,C1=CC=CC=C1,CC\C(=C/C(O)=O)c1ccccc1
281,0.028899692,293.15,C1=CC=CC=C1,CC\C(=C\C(O)=O)c1ccccc1
282,0.494044405,298.15,C1=CC=CC=C1,Brc1ccc(Br)cc1
283,-0.286505123,293.15,C1=CC=CC=C1,c1ccc(cc1)c2cc(cc(c2)c3ccccc3)c4ccccc4
284,-1.119177956,299.15,C1=CC=CC=C1,CCCCC(CCCC)(CCCC)C(=O)NO
285,-1.408933126,293.15,C1=CC=CC=C1,c1ccc2c(c1)c3c4cccc5cccc(c45)c6c7ccccc7c8c9cccc%10cccc(c9%10)c2c8c36
286,-0.774933372,292.15,C1=CC=CC=C1,N#C/C(c1ccccc1)=N(=O)/c2cccc(Cl)c2
287,0.049238397,293.15,C1=CC=CC=C1,CCCCCCCCCCCCCC(O)=O
288,-2.769211002,293.15,C1=CC=CC=C1,OC(=O)c1ccc(Br)cc1
289,-3.035264331,293.15,C1=CC=CC=C1,[O-][N+](=O)c1ccc(N/N=C/c2ccc(I)cc2)c(c1)[N+]([O-])=O
290,-1.415999566,298.15,C1=CC=CC=C1,Nc1ccc(cc1)[N+]([O-])=O
291,-0.595103096,290.15,C1=CC=CC=C1,[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O
292,-0.175447737,293.15,C1=CC=CC=C1,CCCCCCCC\C=C/C(N)=O
293,-1.843522888,293.15,C1=CC=CC=C1,CCCCCCCC/C=C/C(N)=O
294,-1.930035861,296.15,C1=CC=CC=C1,[O-][N+](=O)c1ccc(Oc2c(cc(cc2[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)c(c1)[N+]([O-])=O
295,-1.881296599,291.15,C1=CC=CC=C1,COC1=C(C)C(=O)C=C2OC(=CC=C12)c3ccccc3
296,-1.770899639,291.15,C1=CC=CC=C1,OC(=O)C(O)(CCl)c1ccccc1
297,-3.009085289,297.15,C1=CC=CC=C1,CC[C@]1(NC(=O)NC1=O)c2ccccc2
298,-1.641298242,293.15,C1=CC=CC=C1,OC(=O)[C@@H]1c2ccccc2[C@@H](C(=O)c3ccccc3)c4ccccc14
299,-0.51638858,288.15,C1=CC=CC=C1,Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O
300,-2.095440049,288.15,C1=CC=CC=C1,[O-][N+](=O)c1ccc(Nc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c(c1)[N+]([O-])=O
301,-0.703420946,293.15,C1=CC=CC=C1,CCOC(=O)c1ccc(NC(C)=O)cc1C
302,-1.435660101,288.65,C1=CC=CC=C1,[nH]1c2ccccc2c3ccccc13
303,-0.862736204,293.15,C1=CC=CC=C1,Cc1cc(C)cc(c1)C(O)=O
304,-1.771309128,298.15,C1=CC=CC=C1,[O-][N+](=O)OCCN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
305,-0.24525747,303.15,C1=CC=CC=C1,Oc1ccc(cc1)N=Nc2ccccc2Cl
306,-1.364140502,293.15,C1=CC=CC=C1,CN(C)c1ccc(cc1)C(=Nc2ccc(N)cc2)c3ccc(cc3)N(C)C
307,-0.156504393,290.15,C1=CC=CC=C1,CCC1CCCCC1OC(=O)c2ccccc2C(=O)O
308,-0.063451727,303.15,C1=CC=CC=C1,Oc1ccc(cc1Cl)N=Nc2ccccc2
309,-0.427467058,294.15,C1=CC=CC=C1,COc1ccccc1C(/C)=C\C(O)=O
310,-3.713825025,292.15,C1=CC=CC=C1,C(C=CC=CC=Cc1ccccc1)=CC=CC=Cc2ccccc2
311,-1.098639112,293.15,C1=CC=CC=C1,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)c5ccccc5)ccc34)[C@@H]1CC[C@@H]2O
312,-0.187076494,298.15,C1=CC=CC=C1,Cc1ncc(n1CCO)[N+]([O-])=O
313,-3.334529936,296.15,C1=CC=CC=C1,Cc1cc2C(=O)c3ccccc3c4c2c(c1)c5cc(C)cc6C(=O)c7ccccc7c4c56
314,-0.52151522,293.15,C1=CC=CC=C1,CC1(C)[C@H]2CC[C@]1(C)C(=O)OC2=O
315,-1.138024757,298.04999999999995,C1=CC=CC=C1,CCc1ccc(O)cc1O
316,0.331421669,298.15,C1=CC=CC=C1,C[C@@H](C(O)=O)c1cccc2ccccc12
317,-0.537254369,292.15,C1=CC=CC=C1,N#C/C(c1ccccc1)=N(=O)/c2ccccc2Cl
318,-0.610830638,299.15,C1=CC=CC=C1,CCCCCCC(CCC)(CCC)C(=O)NO
319,-1.129002803,293.15,C1=CC=CC=C1,OC(=O)c1cccc(Br)c1
320,-2.760288511,303.15,C1=CC=CC=C1,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O
321,-2.506270568,298.15,C1=CC=CC=C1,CCCC(C(O)=O)C(O)=O
322,-1.374513995,303.15,C1=CC=CC=C1,COc1ccccc1N=Nc2ccc(O)cc2
323,-1.088125655,303.15,C1=CC=CC=C1,CC(=O)c1ccc(cc1)N=Nc2cc(Cl)ccc2O
324,-2.369076072,298.15,C1=CC=CC=C1,OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O
325,-2.742015861,298.15,C1=CC=CC=C1,OC(=O)\C=C/C(O)=O
326,-1.769556786,293.15,C1=CC=CC=C1,c1ccc2c(c1)ccc3c4ccccc4ccc23
327,-1.251793355,299.15,C1=CC=CC=C1,[O-][N+](=O)c1ccc(/C=C/C(=O)c2ccccc2)cc1
328,-1.095760394,303.15,C1=CC=CC=C1,COc1ccc(cc1)N=Nc2ccc(O)cc2
329,-0.508019325,293.15,C1=CC=CC=C1,CCCCc1ccc(cc1)\C(=N\Nc2ccc(C)cc2)C(O)=O
330,-0.812316622,293.15,C1=CC=CC=C1,N1c2ccccc2Sc3ccccc13
331,0.665550839,298.15,C1=CC=CC=C1,CN1C(=O)CC(C1=O)c2ccccc2
332,-3.326703008,298.15,C1=CC=CC=C1,CCCCCCCCCCCC(C(O)=O)C(O)=O
333,-2.126571704,293.15,C1=CC=CC=C1,C=CCC1(C(=O)NC(=O)NC1=O)c2ccccc2
334,-0.12610793,298.15,C1=CC=CC=C1,OC(=O)c1ccccc1
335,-2.237086256,298.15,C1=CC=CC=C1,Oc1cccc(O)c1O
336,-1.657591748,299.15,C1=CC=CC=C1,Cc1cc(C)c(CC(C)(C)C(=O)NO)c(C)c1
337,-0.23841898,293.15,C1=CC=CC=C1,CCCCCCCC=NNC(N)=O
338,-1.955109128,293.15,C1=CC=CC=C1,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2
339,-1.076283953,295.15,C1=CC=CC=C1,O=C1CCCCCCCCCN1
340,0.390657296,298.15,C1=CC=CC=C1,O=C(c1ccccc1)C(=O)c2ccccc2
341,-0.498644836,294.15,C1=CC=CC=C1,[O-][N+](c1ccccc1)=C(C#N)c2ccccc2
342,0.474653884,288.15,C1=CC=CC=C1,ClCCN(CCCl)c1ccc2ccccc2c1
343,-1.603796042,289.15,C1=CC=CC=C1,CN(C)c1ccc(cc1)C(=NC(=O)c2ccccc2)c3ccc(cc3)N(C)C
344,-3.398479204,297.15,C1=CC=CC=C1,OC(C=CC(O)(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4
345,-1.15490196,299.15,C1=CC=CC=C1,CCCCCCCCCCCCCC(=O)NO
346,-0.807836975,298.15,C1=CC=CC=C1,Nc1cccc(c1)[N+]([O-])=O
347,-0.730469196,293.15,C1=CC=CC=C1,C[C@H]1[C@@H]2CC[C@@]3(C)C=CC(=O)C(=C3[C@H]2OC1=O)C
348,-1.244122266,293.15,C1=CC=CC=C1,c1ccc(cc1)c2ccc(cc2)c3ccccc3
349,-1.109455147,296.15,C1=CC=CC=C1,[O-][N+](=O)c1cc(c(c(c1)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
350,-2.499875251,298.15,C1=CC=CC=C1,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
351,0.477141134,303.15,C1=CC=CC=C1,CCc1c(N=Nc2ccccc2O)c(O)cc(C)c1c3ccccc3
352,-2.470429908,293.15,C1=CC=CC=C1,OC(=O)c1ccc(Cl)cc1
353,-1.265213368,293.15,C1=CC=CC=C1,OC(=O)c1ccccc1Br
354,0.90774067,295.15,C1=CC=CC=C1,O=C1CCCCN1
355,-0.498903775,291.15,C1=CC=CC=C1,CCOC(=O)C(=NNc1ccccc1[N+]([O-])=O)C#N
356,-0.231656761,293.15,C1=CC=CC=C1,c1(ccc(cc1)/C(=C\C(=O)O)/C)C
357,-0.88856542,293.15,C1=CC=CC=C1,Cc1ccc(cc1)C(/C)=C/C(O)=O
358,-1.507943623,293.15,C1=CC=CC=C1,[O-][N+](=O)c1cc(c(C(=O)N=[N+]=[N-])c(c1)[N+]([O-])=O)[N+]([O-])=O
359,0.365336625,295.15,C1=CC=CC=C1,O=C1CCCCCCCN1
360,-2.978281988,293.15,C1=CC=CC=C1,C1c2ccccc2c3c1c4c(Cc5ccccc45)c6c3Cc7ccccc67
361,-1.307759578,298.15,C1=CC=CC=C1,OC(=O)c1ccccc1O
