StdInChIKey,SMILES,LogS,T,Source,Solvent,Solvent_SMILES,Smilesa,REF1,REF2,REF3,REF4,REF5
VVNCNSJFMMFHPL-UHFFFAOYSA-N,,-0.13,,ONSchallenge,water,O,SC(C(N)C(=O)O)(C)C,http://dx.doi.org/10.1021/ci800406y,,,,
VVQNEPGJFQJSBK-UHFFFAOYSA-N,,-0.8,,ONSchallenge,water,O,O=C(OC)C(=C)C,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
VVSSGCCPNDSLPL-UHFFFAOYSA-N,,-2.679,,ONSchallenge,water,O,S(=O)(=O)(N)c1sc2S(=O)(=O)CCCc2c1,http://dx.doi.org/10.1021/ci800406y,,,,
VWPOSFSPZNDTMJ-UCWKZMIHSA-N,,-1.008,,ONSchallenge,water,O,O(CC(O)CNC(C)(C)C)c1c2c(ccc1)C[C@@H](O)[C@@H](O)C2,http://www.springerlink.com/content/um5p375020237780/,,,,
VXGYRCVTBHVXMZ-UHFFFAOYSA-N,,-0.043,,ONSchallenge,water,O,O=C(O)c1cc2c(nccc2)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
VXIVSQZSERGHQP-UHFFFAOYSA-N,,-0.02,,ONSchallenge,water,O,ClCC(=O)N,http://dx.doi.org/10.1021/ci800406y,,,,
VXLVYFXPZGPXCT-UHFFFAOYSA-N,,-3.024,,ONSchallenge,water,O,S(=O)(=O)(N)c1occ(S(=O)(=O)c2ccc(OC)cc2)c1,http://dx.doi.org/10.1021/ci800406y,,,,
VYWYYJYRVSBHJQ-UHFFFAOYSA-N,,-2.417,,ONSchallenge,water,O,O=[N+]([O-])c1cc([N+](=O)[O-])cc(C(=O)O)c1,http://dx.doi.org/10.1080/00319100410001697891,,,,
WBJINCZRORDGAQ-UHFFFAOYSA-N,,0.15,,ONSchallenge,water,O,O=COCC,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
WCLNVRQZUKYVAI-UHFFFAOYSA-N,,-11.221848,,ONSchallenge,water,O,Clc1c(Cl)c(Cl)c2Oc3c(c(Cl)c(Cl)c(Cl)c3)Oc2c1Cl,http://dx.doi.org/10.1021/ci800406y,,,,
WCYYQNSQJHPVMG-UHFFFAOYSA-N,,-9.950782,,ONSchallenge,water,O,Clc1c(Cl)c(Cl)c2Oc3c(Oc2c1Cl)cc(Cl)c(Cl)c3,http://dx.doi.org/10.1021/ci800406y,,,,
WDCYWAQPCXBPJA-UHFFFAOYSA-N,,-2.29,,ONSchallenge,water,O,O=[N+]([O-])c1cc([N+](=O)[O-])ccc1,http://dx.doi.org/10.1021/ci800406y,,,,
WDECIBYCCFPHNR-UHFFFAOYSA-N,,-8.059982,,ONSchallenge,water,O,c12c(c3c(cc1)cccc3)ccc1c2cccc1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
WDQPAMHFFCXSNU-BGABXYSRSA-N,,-6.244,,ONSchallenge,water,O,Clc1ccc(Nc2/c(=N/C(C)C)/cc3n(c4ccc(Cl)cc4)c4c(nc3c2)cccc4)cc1,http://www.springerlink.com/content/um5p375020237780/,,,,
WEEGYLXZBRQIMU-UHFFFAOYSA-N,,-1.72074,,ONSchallenge,water,O,CC1(C)OC2(C)CCC1CC2,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
WEHWNAOGRSTTBQ-UHFFFAOYSA-N,,-0.46,,ONSchallenge,water,O,N(CCC)CCC,http://dx.doi.org/10.1021/ci800406y,,,,
WEVYAHXRMPXWCK-UHFFFAOYSA-N,,0.26,,ONSchallenge,water,O,N#CC,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
WFJNHVWTKZUUTR-UHFFFAOYSA-N,,-2.63,,ONSchallenge,water,O,OC(c1c2c(ncc1)cccc2)C1N2CC(CC)C(C1)CC2,http://dx.doi.org/10.1021/ci800406y,,,,
WFRBDWRZVBPBDO-UHFFFAOYSA-N,,-0.49,,ONSchallenge,water,O,OC(CCC)(C)C,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
WHTBVLXUSXVMEV-UHFFFAOYSA-N,,-3.8,,ONSchallenge,water,O,S(=O)(=O)(Nc1c(C)cc(S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,http://dx.doi.org/10.1021/ci800406y,,,,
WIDHRBRBACOVOY-UHFFFAOYSA-N,,-7.050001,,ONSchallenge,water,O,Clc1c(Cl)c(c2cc(Cl)c(Cl)cc2)ccc1Cl,http://dx.doi.org/10.1021/ci800406y,,,,
WIIZWVCIJKGZOK-RKDXNWHRSA-N,,-1.9759,,ONSchallenge,water,O,ClC(Cl)C(=O)N[C@@H]([C@H](O)c1ccc([N+](=O)[O-])cc1)CO,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
WIKYUJGCLQQFNW-UHFFFAOYSA-N,,-4.4,,ONSchallenge,water,O,Clc1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,http://dx.doi.org/10.1021/ci800406y,,,,
WJNRPILHGGKWCK-UHFFFAOYSA-N,,-4.43,,ONSchallenge,water,O,Clc1nc(NC(C)C)nc(NC(C)C)n1,http://dx.doi.org/10.1021/ci800406y,,,,
WJRBRSLFGCUECM-UHFFFAOYSA-N,,-0.4,,ONSchallenge,water,O,O=C1NC(=O)CN1,http://dx.doi.org/10.1021/ci800406y,,,,
WJTCGQSWYFHTAC-UHFFFAOYSA-N,,-4.15,,ONSchallenge,water,O,C1CCCCCCC1,http://dx.doi.org/10.1021/ci800406y,,,,
WJUSVIUZCYELMK-UHFFFAOYSA-N,,-0.824,,ONSchallenge,water,O,O=C(COC(=O)c1ccccc1)N1C(C)CCCC1C,http://dx.doi.org/10.1021/ci800406y,,,,
WKEDVNSFRWHDNR-UHFFFAOYSA-N,,-3.59,,ONSchallenge,water,O,O=C(Nc1ccccc1)c1c(O)cccc1,http://dx.doi.org/10.1021/ci800406y,,,,
WKLCYOHFTPREOW-UHFFFAOYSA-N,,-3.552,,ONSchallenge,water,O,S(=O)(=O)(N)c1sc2SCCC(=O)c2c1,http://dx.doi.org/10.1021/ci800406y,,,,
WLJVNTCWHIRURA-UHFFFAOYSA-N,,-0.25192,,ONSchallenge,water,O,O=C(O)CCCCCC(=O)O,http://dx.doi.org/10.1134/S0036024412020148,,,,
WLJVXDMOQOGPHL-UHFFFAOYSA-N,,-0.88838,,ONSchallenge,water,O,O=C(O)Cc1ccccc1,http://books.google.com/books?id=DVTelD-xSA4C,http://books.google.com/books?id=DVTelD-xSA4C,http://books.google.com/books?id=DVTelD-xSA4C,http://books.google.com/books?id=DVTelD-xSA4C,http://dx.doi.org/10.1021/ci800406y
WMWJCKBJUQDYLM-UHFFFAOYSA-N,,-7.180002,,ONSchallenge,water,O,Clc1cc2Oc3c(Oc2cc1)ccc(Cl)c3,http://dx.doi.org/10.1021/ci800406y,,,,
WPTCSQBWLUUYDV-UHFFFAOYSA-N,,-5.4,,ONSchallenge,water,O,c1(c2nc3c(cc2)cccc3)nc2c(cc1)cccc2,http://dx.doi.org/10.1021/ci800406y,,,,
WQOXQRCZOLPYPM-UHFFFAOYSA-N,,-1.44,,ONSchallenge,water,O,S(SC)C,http://dx.doi.org/10.1021/ci800406y,,,,
WQZGKKKJIJFFOK-UHFFFAOYSA-N,,0.74,,ONSchallenge,water,O,OCC1C(O)C(O)C(O)C(O)O1,http://dx.doi.org/10.1021/ci800406y,,,,
WREGKURFCTUGRC-UHFFFAOYSA-N,,-0.433,,ONSchallenge,water,O,O=c1n(C2OC(CO)CC2)ccc(N)n1,http://dx.doi.org/10.1021/ci800406y,,,,
WRKNTBMMMVTKKA-UHFFFAOYSA-N,,-1.09,,ONSchallenge,water,O,O=C(N(CCO)C)COC(=O)c1ccccc1,http://dx.doi.org/10.1021/ci800406y,,,,
WRMNZCZEMHIOCP-UHFFFAOYSA-N,,-0.74,,ONSchallenge,water,O,OCCc1ccccc1,http://dx.doi.org/10.1021/ci800406y,,,,
WRNGAZFESPEMCN-UHFFFAOYSA-N,,-9.480172,,ONSchallenge,water,O,Clc1c(Cl)c(Cl)c2Oc3c(Oc2c1Cl)cc(Cl)cc3,http://dx.doi.org/10.1021/ci800406y,,,,
WTDRDQBEARUVNC-LURJTMIESA-N,,-1.529,,ONSchallenge,water,O,O=C(O)[C@@H](N)Cc1cc(O)c(O)cc1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
WURBVZBTWMNKQT-UHFFFAOYSA-N,,-3.61,,ONSchallenge,water,O,Clc1ccc(OC(C(=O)C(C)(C)C)n2ncnc2)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
WVDDGKGOMKODPV-UHFFFAOYSA-N,,-0.4,,ONSchallenge,water,O,OCc1ccccc1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
WWGUMAYGTYQSGA-UHFFFAOYSA-N,,-4.72,,ONSchallenge,water,O,Cc1c(C)cc2c(c1)cccc2,http://dx.doi.org/10.1021/ci800406y,,,,
WWJZWCUNLNYYAU-UHFFFAOYSA-N,,-6.24,,ONSchallenge,water,O,S=P(OC)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
WXMYDHQMJVPNTD-UHFFFAOYSA-N,,-4.376,,ONSchallenge,water,O,Fc1c(N2CC(N)(C)C2)c(F)c2n(C3CC3)cc(C(=O)O)c(=O)c2c1N,http://dx.doi.org/10.1021/ci800406y,,,,
WXTMDXOMEHJXQO-UHFFFAOYSA-N,,-0.10902,,ONSchallenge,water,O,O=C(O)c1c(O)ccc(O)c1,http://onschallenge.wikispaces.com/,,,,
WXZMFSXDPGVJKK-UHFFFAOYSA-N,,-0.44,,ONSchallenge,water,O,OCC(CO)(CO)CO,http://dx.doi.org/10.1021/ci800406y,,,,
WXZVAROIGSFCFJ-UHFFFAOYSA-N,,-3.57,,ONSchallenge,water,O,O=C(N(CC)CC)C(Oc1c2c(ccc1)cccc2)C,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
WYEHFWKAOXOVJD-UHFFFAOYSA-N,,-6.897001,,ONSchallenge,water,O,FC(F)(F)c1cc(Oc2c(C(=O)Nc3c(F)cc(F)cc3)cccn2)ccc1,http://dx.doi.org/10.1021/ci800406y,,,,
WYKYKTKDBLFHCY-UHFFFAOYSA-N,,-2.80245,,ONSchallenge,water,O,Clc1c(=O)n(c2ccccc2)ncc1N,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
WYMSBXTXOHUIGT-UHFFFAOYSA-N,,-2.059,,ONSchallenge,water,O,P(=O)(OCC)(OCC)Oc1ccc([N+](=O)[O-])cc1,http://dx.doi.org/10.1021/ci800406y,,,,
WZJZMXBKUWKXTQ-UHFFFAOYSA-N,,-4.63,,ONSchallenge,water,O,O=C(OCC)Nc1cc(OC(=O)Nc2ccccc2)ccc1,http://dx.doi.org/10.1021/ci800406y,,,,
WZWYJBNHTWCXIM-JLHYYAGUSA-N,,-3.78351,,ONSchallenge,water,O,O=S1(=O)N(C)/C(=C(/O)\Nc2ncccc2)/C(=O)c2sccc12,http://www.springerlink.com/content/um5p375020237780/,http://goo.gl/hcSD4,,,
XADCESSVHJOZHK-UHFFFAOYSA-N,,-1.89,,ONSchallenge,water,O,O=C(OCC)C1(c2ccccc2)CCN(C)CC1,http://dx.doi.org/10.1021/ci800406y,,,,
XBCXJKGHPABGSD-UHFFFAOYSA-N,,-0.8,,ONSchallenge,water,O,O=c1n(C)ccc(=O)[nH]1,http://dx.doi.org/10.1021/ci800406y,,,,
XDLPWPNVUPKKSN-UHFFFAOYSA-N,,-5.405,,ONSchallenge,water,O,Fc1c(N2CC(NC)C2)cc2n(C3CC3)cc(C(=O)O)c(=O)c2c1,http://dx.doi.org/10.1021/ci800406y,,,,
XEFQLINVKFYRCS-UHFFFAOYSA-N,,-4.46,,ONSchallenge,water,O,Clc1c(Oc2c(O)cc(Cl)cc2)ccc(Cl)c1,http://dx.doi.org/10.1021/ci800406y,,,,
XEKOWRVHYACXOJ-UHFFFAOYSA-N,,-0.04,,ONSchallenge,water,O,O=C(OCC)C,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
XEROSHXMTSNDBW-UHFFFAOYSA-N,,-1.57,,ONSchallenge,water,O,S(=O)(=O)(N)c1sc2C(O)CCS(=O)c2c1,http://dx.doi.org/10.1021/ci800406y,,,,
XFOHWECQTFIEIX-UHFFFAOYSA-N,,-4.723,,ONSchallenge,water,O,O=[N+]([O-])c1cc2c(c3c(cccc3)C2)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
XGEGHDBEHXKFPX-UHFFFAOYSA-N,,1.13,,ONSchallenge,water,O,O=C(NC)N,http://dx.doi.org/10.1021/ci800406y,,,,
XIGAUIHYSDTJHW-UHFFFAOYSA-N,,-4.87,,ONSchallenge,water,O,O=C(N(C)c1ccccc1)COc1sc2c(n1)cccc2,http://dx.doi.org/10.1021/ci800406y,,,,
XITQUSLLOSKDTB-UHFFFAOYSA-N,,-5.46,,ONSchallenge,water,O,Clc1c(Oc2ccc([N+](=O)[O-])cc2)ccc(Cl)c1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
XIURVHNZVLADCM-IUODEOHRSA-N,,-2.938,,ONSchallenge,water,O,O=C(N[C@@H]1C(=O)N2C(=C(COC(=O)C)CS[C@H]12)C(=O)O)Cc1sccc1,http://dx.doi.org/10.1021/ci800406y,,,,
XJCVRTZCHMZPBD-UHFFFAOYSA-N,,-2.19,,ONSchallenge,water,O,O=[N+]([O-])c1cc(N)ccc1,http://dx.doi.org/10.1021/ci800406y,,,,
XJGVXQDUIWGIRW-UHFFFAOYSA-N,,-4.419,,ONSchallenge,water,O,Clc1cc2C(=Nc3c(Oc2cc1)cccc3)N1CCN(C)CC1,http://dx.doi.org/10.1021/ci800406y,,,,
XJKSTNDFUHDPQJ-UHFFFAOYSA-N,,-7.109998,,ONSchallenge,water,O,c1(c2ccccc2)ccc(c2ccccc2)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
XKEFYDZQGKAQCN-UHFFFAOYSA-N,,-4.53587,,ONSchallenge,water,O,Clc1cc(Cl)cc(Cl)c1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
XKFPYPQQHFEXRZ-UHFFFAOYSA-N,,-2.46,,ONSchallenge,water,O,O=C(NNCc1ccccc1)c1noc(C)c1,http://dx.doi.org/10.1021/ci800406y,,,,
XKJMBINCVNINCA-UHFFFAOYSA-N,,-3.55543,,ONSchallenge,water,O,Clc1c(Cl)ccc(NC(=O)N(OC)C)c1,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,,,
XLOMZPUITCYLMJ-UHFFFAOYSA-N,,-3.46,,ONSchallenge,water,O,S=C1NC(=O)C(C(CCC)C)(CC=C)C(=O)N1,http://dx.doi.org/10.1021/ci800406y,,,,
XMTQQYYKAHVGBJ-UHFFFAOYSA-N,,-3.82201,,ONSchallenge,water,O,Clc1c(Cl)ccc(NC(=O)N(C)C)c1,http://eprints.ucl.ac.uk/24535/,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,
XNLICIUVMPYHGG-UHFFFAOYSA-N,,-0.19,,ONSchallenge,water,O,O=C(CCC)C,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
XQUXKZZNEFRCAW-UHFFFAOYSA-N,,-6.03,,ONSchallenge,water,O,O=C(OC(C#N)c1cc(Oc2ccccc2)ccc1)C1C(C)(C)C1(C)C,http://dx.doi.org/10.1021/ci800406y,,,,
XQXPVVBIMDBYFF-UHFFFAOYSA-N,,-0.94422,,ONSchallenge,water,O,O=C(O)Cc1ccc(O)cc1,http://www.chemspider.com/Chemical-Structure.124.html,,,,
XQZYPMVTSDWCCE-UHFFFAOYSA-N,,-2.38,,ONSchallenge,water,O,N#Cc1c(C#N)cccc1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
XRECTZIEBJDKEO-UHFFFAOYSA-N,,-1.05193,,ONSchallenge,water,O,Fc1c(N)[nH]c(=O)nc1,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,,,
XRHGWAGWAHHFLF-UHFFFAOYSA-N,,-3.66,,ONSchallenge,water,O,Clc1n(C(C)C)nc(OP(=S)(OCC)OCC)n1,http://dx.doi.org/10.1021/ci800406y,,,,
XRTJYEIMLZALBD-UHFFFAOYSA-N,,-3.68,,ONSchallenge,water,O,Nc1ccc(c2sc3c(n2)ccc(C)c3)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
XSKQKDTZQNFCCB-UHFFFAOYSA-N,,-3.064,,ONSchallenge,water,O,O=[N+]([O-])c1c(CO)cc2OCOc2c1,http://dx.doi.org/10.1021/ci800406y,,,,
XSQUKJJJFZCRTK-UHFFFAOYSA-N,,0.96,,ONSchallenge,water,O,O=C(N)N,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
XTRDKALNCIHHNI-UHFFFAOYSA-N,,-3.0,,ONSchallenge,water,O,O=[N+]([O-])c1c(C)c([N+](=O)[O-])ccc1,http://dx.doi.org/10.1021/ci800406y,,,,
XUCIJNAGGSZNQT-UHFFFAOYSA-N,,-0.77,,ONSchallenge,water,O,O(C(C#N)c1ccccc1)C1C(O)C(O)C(O)C(COC2C(O)C(O)C(O)C(CO)O2)O1,http://dx.doi.org/10.1021/ci800406y,,,,
XUFQPHANEAPEMJ-UHFFFAOYSA-N,,-2.6468,,ONSchallenge,water,O,S(=O)(=O)(N=C(N)CCSCc1nc(N=C(N)N)sc1)N,http://dx.doi.org/10.1021/ci800406y,,,,
XUYPXLNMDZIRQH-UHFFFAOYSA-N,,0.032,,ONSchallenge,water,O,S(CCC(NC(=O)C)C(=O)O)C,http://dx.doi.org/10.1021/ci800406y,,,,
XWKFPIODWVPXLX-UHFFFAOYSA-N,,0.4,,ONSchallenge,water,O,Cc1ncc(C)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
XYGUXAGVJDBSBP-UHFFFAOYSA-N,,-1.498,,ONSchallenge,water,O,O=C(NCC(=O)N)COC(=O)c1ccccc1,http://dx.doi.org/10.1021/ci800406y,,,,
XZTUSOXSLKTKJQ-UHFFFAOYSA-N,,-4.574,,ONSchallenge,water,O,O=C1OCC(=C1)C1C2(C)C(O)(C3C(C4(C)C(CC(O)CC4)CC3)CC2)CC1,http://dx.doi.org/10.1021/ci800406y,,,,
YAPQBXQYLJRXSA-UHFFFAOYSA-N,,-2.58679,,ONSchallenge,water,O,O=c1n(C)c2ncn(C)c2c(=O)[nH]1,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
YASYVMFAVPKPKE-UHFFFAOYSA-N,,0.54,,ONSchallenge,water,O,S(P(=O)(OC)NC(=O)C)C,http://dx.doi.org/10.1021/ci800406y,,,,
YBPAYPRLUDCSEY-UHFFFAOYSA-N,,-2.38601,,ONSchallenge,water,O,O=C(N)Cc1ccc(O)cc1,http://goo.gl/LFNCM,,,,
YCLSOMLVSHPPFV-UHFFFAOYSA-N,,-0.19,,ONSchallenge,water,O,S(SCCC(=O)O)CCC(=O)O,http://dx.doi.org/10.1021/ci800406y,,,,
YCMLQMDWSXFTIF-UHFFFAOYSA-N,,-2.02,,ONSchallenge,water,O,S(=O)(=O)(N)c1c(C)cccc1,http://dx.doi.org/10.1021/ci800406y,,,,
YCSBALJAGZKWFF-UHFFFAOYSA-N,,-5.17,,ONSchallenge,water,O,Nc1cc2c(cc3c(c2)cccc3)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
YEAICDDXRUOCKJ-UHFFFAOYSA-N,,-3.7,,ONSchallenge,water,O,S(=O)(=O)(Nc1nccnc1)c1ccc(N)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
YFBPRJGDJKVWAH-UHFFFAOYSA-N,,-3.921,,ONSchallenge,water,O,S(C)c1c(C)cc(OC(=O)NC)cc1C,http://dx.doi.org/10.1021/ci800406y,,,,
YFGYUFNIOHWBOB-UHFFFAOYSA-N,,-1.95,,ONSchallenge,water,O,O=C(Oc1c(C)c(C)nc(N(C)C)n1)N(C)C,http://dx.doi.org/10.1021/ci800406y,,,,
YGLMVCVJLXREAK-UHFFFAOYSA-N,,-3.01,,ONSchallenge,water,O,O=C(N(C)C)NC1C2C3C(C(C1)C2)CCC3,http://dx.doi.org/10.1021/ci800406y,,,,
YGYNBBAUIYTWBF-UHFFFAOYSA-N,,-4.89,,ONSchallenge,water,O,Cc1cc2c(cc(C)cc2)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
YIKYNHJUKRTCJL-UHFFFAOYSA-N,,-0.89378,,ONSchallenge,water,O,O=c1c(O)c(CC)occ1,http://books.google.com/books?id=tfpQJjWcRs4C,,,,
YJDYCULVYZDESB-UHFFFAOYSA-N,,-6.7,,ONSchallenge,water,O,O=C1C2(C)C(C3C(C4(C)C(CC3)CCCC4)CC2)CC1,http://dx.doi.org/10.1021/ci800406y,,,,
YKGCCFHSXQHWIG-UHFFFAOYSA-N,,-3.716,,ONSchallenge,water,O,O=c1cc2sc3c(nc2cc1)cccc3,http://dx.doi.org/10.1021/ci800406y,,,,
YKJYKKNCCRKFSL-UHFFFAOYSA-N,,-1.61,,ONSchallenge,water,O,O=C(OC1C(Cc2ccc(OC)cc2)NCC1O)C,http://dx.doi.org/10.1021/ci800406y,,,,
YKYONYBAUNKHLG-UHFFFAOYSA-N,,-0.72,,ONSchallenge,water,O,O=C(OCCC)C,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
YLQBMQCUIZJEEH-UHFFFAOYSA-N,,-0.82,,ONSchallenge,water,O,o1cccc1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
YMWUJEATGCHHMB-UHFFFAOYSA-N,,-0.63,,ONSchallenge,water,O,ClCCl,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
YNARWAUTTJJADX-UHFFFAOYSA-N,,-4.63,,ONSchallenge,water,O,S=c1n(C)c2c(n(CC)c3ncccc13)nccc2,http://dx.doi.org/10.1021/ci800406y,,,,
YNAVUWVOSKDBBP-UHFFFAOYSA-N,,1.06,,ONSchallenge,water,O,O1CCNCC1,http://dx.doi.org/10.1021/ci800406y,,,,
YNBADRVTZLEFNH-UHFFFAOYSA-N,,-0.46,,ONSchallenge,water,O,O=C(OC)c1cnccc1,http://dx.doi.org/10.1021/ci800406y,,,,
YNDXUCZADRHECN-JNQJZLCISA-N,,-4.32,,ONSchallenge,water,O,F[C@]12[C@@H](O)C[C@]3(C)[C@]4(C(=O)CO)OC(C)(C)O[C@@H]4C[C@H]3[C@@H]1CCC1=CC(=O)C=C[C@]21C,http://dx.doi.org/10.1021/ci800406y,,,,
YNPNZTXNASCQKK-UHFFFAOYSA-N,,-5.258842,,ONSchallenge,water,O,c12c3c(ccc1cccc2)cccc3,http://illiad.library.drexel.edu/illiad/pdf/189245.pdf,http://www.chemspider.com/Chemical-Structure.970.html,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,
YNVOMSDITJMNET-UHFFFAOYSA-N,,-1.47,,ONSchallenge,water,O,O=C(O)c1cscc1,http://dx.doi.org/10.1021/ci800406y,,,,
YOJAHJGBFDPSDI-UHFFFAOYSA-N,,-3.035,,ONSchallenge,water,O,O=[N+]([O-])c1ccc(C(=O)OC)cc1,http://dx.doi.org/10.1021/ci800406y,,,,
YOYAIZYFCNQIRF-UHFFFAOYSA-N,,-4.24,,ONSchallenge,water,O,Clc1c(C#N)c(Cl)ccc1,http://dx.doi.org/10.1021/ci800406y,,,,
YREQHYQNNWYQCJ-UHFFFAOYSA-N,,-8.59998,,ONSchallenge,water,O,O(CC(C)(C)c1ccc(OCC)cc1)Cc1cc(Oc2ccccc2)ccc1,http://dx.doi.org/10.1021/ci800406y,,,,
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,,-5.54,,ONSchallenge,water,O,O=c1c2c(sc3c1cccc3)cccc2,http://www.chem.unt.edu/faculty/acree.htm,,,,
YRHYCMZPEVDGFQ-UHFFFAOYSA-N,,-4.63,,ONSchallenge,water,O,O=C(OC)CCCCCCCCC,http://dx.doi.org/10.1021/ci800406y,,,,
YTBRNEUEFCNVHC-UHFFFAOYSA-N,,-6.56,,ONSchallenge,water,O,Clc1ccc(c2ccc(Cl)cc2)cc1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
YUWFEBAXEOLKSG-UHFFFAOYSA-N,,-5.23,,ONSchallenge,water,O,Cc1c(C)c(C)c(C)c(C)c1C,http://dx.doi.org/10.1021/ci800406y,,,,
YVWZWRFAFZRJGU-UHFFFAOYSA-N,,-1.349,,ONSchallenge,water,O,O=C(COC(=O)c1ccccc1)N1CCC(O)CC1,http://dx.doi.org/10.1021/ci800406y,,,,
YWBVHLJPRPCRSD-UHFFFAOYSA-N,,-4.44,,ONSchallenge,water,O,FC(F)(F)c1cc(c2c(=O)c(c3ccccc3)cn(C)c2)ccc1,http://dx.doi.org/10.1021/ci800406y,,,,
YZMCKZRAOLZXAZ-UHFFFAOYSA-N,,-2.27725,,ONSchallenge,water,O,S(=O)(=O)(Nc1nc(C)nc(C)c1)c1ccc(N)cc1,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
YZVWKHVRBDQPMQ-UHFFFAOYSA-N,,-0.61272,,ONSchallenge,water,O,Nc1c2c3c4c(cc2)cccc4ccc3cc1,http://books.google.com/books?id=tfpQJjWcRs4C,,,,
ZAFYATHCZYHLPB-UHFFFAOYSA-N,,-1.297,,ONSchallenge,water,O,O=C(N(C)C)Cc1c(c2ccc(C)cc2)nc2n1cc(C)cc2,http://dx.doi.org/10.1021/ci800406y,,,,
ZCINFQNVNLHJOV-UHFFFAOYSA-N,,-4.331,,ONSchallenge,water,O,O=[N+]([O-])C1=C(OCC)C(=O)N(C(C)C)C1,http://dx.doi.org/10.1021/ci800406y,,,,
ZDPHROOEEOARMN-UHFFFAOYSA-N,,-3.55,,ONSchallenge,water,O,O=C(O)CCCCCCCCCC,http://dx.doi.org/10.1021/ci800406y,,,,
ZDXPYRJPNDTMRX-VKHMYHEASA-N,,-0.55,,ONSchallenge,water,O,O=C(O)[C@@H](N)CCC(=O)N,http://dx.doi.org/10.1021/ci800406y,,,,
ZEKZLJVOYLTDKK-UHFFFAOYSA-N,,-2.3328,,ONSchallenge,water,O,Fc1c(N2CC(C)NCC2)c(F)cc2c(=O)c(C(=O)O)cn(CC)c12,http://dx.doi.org/10.1021/ci800406y,,,,
ZGEGCLOFRBLKSE-UHFFFAOYSA-N,,-3.73,,ONSchallenge,water,O,C(=C)CCCCC,http://dx.doi.org/10.1021/ci800406y,,,,
ZGRYQDHDZGJMNF-UHFFFAOYSA-N,,-1.589,,ONSchallenge,water,O,S(=O)(=O)(N)c1sc2c(S(=O)(=O)CC(O)C2)c1,http://dx.doi.org/10.1021/ci800406y,,,,
